,Player,Event,X,Y,Distance,Slope,Type,Detail,Period,Home Team Skaters,Away Team Skaters,Result,Predicted Result,xG%
441,Elena Orlando,Shot,149,31,52.28049349422785,0.2293913026114887,Snapshot,Missed,3,5,5,0,0,0.0029540842
442,Theresa Knutson,Shot,158,15,50.202091589892945,0.7677456161098003,Snapshot,On Net,3,5,5,0,0,0.006348056
443,Sarah Schwenzfeier,Shot,183,38,17.585505395068974,0.271066800655039,Snapshot,On Net,3,5,5,0,1,0.7198052
444,Grace Klienbach,Shot,135,8,73.58838223524145,0.5869507854567995,Snapshot,Missed,3,5,5,0,0,0.0022136571
445,Kate Leary,Shot,169,50,31.894356867634123,-0.24676907014146876,Snapshot,On Net,3,5,5,0,1,0.76783663
446,Sarah Schwenzfeier,Shot,151,18,54.78366544874485,0.5463024898437905,Snapshot,On Net,3,4,5,0,0,0.060497727
447,Kate Leary,Shot,184,42,16.00781059358212,0.031260176501255954,Snapshot,On Net,3,4,5,0,0,0.094899885
448,Mallory Rushton,Shot,175,43,25.004999500099974,-0.020002667093402423,Snapshot,Missed,3,5,5,0,0,0.0026328333
449,Alyssa Wohlfeiler,Shot,159,67,47.762432936357,-0.6805621728806155,Snapshot,On Net,3,5,5,0,0,0.047707357
450,Kelly Babstock,Shot,160,54,41.620307543313515,-0.29569218507921874,Slapshot,Missed,3,5,5,0,0,0.001306964
451,Emily Janiga,Shot,144,72,63.29494450586081,-0.5816073681619557,Snapshot,On Net,3,5,5,0,0,0.033808388
452,Emma Woods,Shot,161,16,47.15135204848319,0.8078135557754891,Wristshot,On Net,1,5,5,0,0,0.0075077484
453,Winny Brodt-Brown,Shot,141,32,59.927038972403764,0.17986905694874533,Wristshot,Missed,1,5,5,0,0,0.002493775
454,Jonna Curtis,Shot,155,24,48.654393429576324,0.43595284815660135,Wristshot,On Net,1,5,5,0,0,0.27306765
455,Natalie Marcuzzi,Shot,170,18,38.73306081372863,1.0645772892441692,Wristshot,On Net,1,5,5,0,0,0.00266239
456,Mikyla Grant-Mentis,Shot,180,12,36.47259244967377,21.820544811919287,Wristshot,On Net,1,5,4,0,0,0.014499716
457,Lindsay Eastwood,Goal,179,31,23.942639787625758,0.6098340346641652,Snapshot,On Net,1,5,4,1,0,0.38967374
458,Mikyla Grant-Mentis,Goal,163,45,37.08436328157732,-0.06767057947489694,Wristshot,On Net,1,4,4,1,1,0.69484913
459,Allie Thunstrom,Shot,185,42,15.008331019803634,0.03334568450178292,Wristshot,On Net,1,5,4,0,0,0.18296275
460,Taylor Woods,Shot,136,40,64.04880951274582,0.039082380349015386,Wristshot,Missed,1,5,4,0,0,0.0016498475
461,Sarah-Eve Coutu Godbout,Shot,177,67,33.60431519909311,-1.8064606484371324,Wristshot,On Net,1,5,4,0,0,0.10461134
462,Jonna Curtis,Shot,189,38,11.884864324004713,0.43355080911096977,Wristshot,On Net,1,5,4,0,0,0.07222164
463,Taylor Woods,Shot,164,51,36.98986347636336,-0.24059882092727486,Snapshot,On Net,1,5,4,0,0,0.22091632
464,Emma Woods,Shot,138,41,62.01814250685037,0.024198269877899033,Wristshot,On Net,1,5,4,0,0,0.37019125
465,Emma Woods,Shot,131,62,71.70251041630272,-0.29038085459946816,Slapshot,On Net,1,5,4,0,0,0.031819742
466,Breanne Wilson-Bennett,Goal,170,45,30.103986446980738,-0.08352677191506926,Snapshot,On Net,1,5,4,1,1,0.8721001
467,Emma Greco,Shot,188,53,15.945218719101975,-1.197421629234348,Wristshot,On Net,1,5,5,0,0,0.21494807
468,Kristen Barbara,Shot,134,44,66.01704325399616,-0.022731186633854462,Wristshot,Missed,1,5,5,0,0,0.0020284015
469,Nina Rodgers,Shot,181,35,20.426698215815495,0.41660296731921953,Snapshot,Missed,1,4,5,0,0,0.0016941524
470,Sydney Baldwin,Shot,132,23,70.7407237735097,0.2948927750167609,Wristshot,Missed,1,4,5,0,0,0.0027025666
471,Sydney Baldwin,Shot,136,60,66.34945365261119,-0.2804624701452514,Slapshot,Missed,1,4,5,0,0,0.0014421798
472,Sydney Baldwin,Shot,134,47,66.15323121359984,-0.06828766865945363,Slapshot,Missed,1,4,5,0,0,0.00086868345
473,Sydney Baldwin,Shot,163,17,44.93606569338264,0.823973897883171,Wristshot,On Net,1,4,5,0,0,0.01604154
474,Stephanie Anderson,Shot,166,42,34.00367627183861,0.014706942557280814,Wristshot,Missed,1,4,5,0,0,0.0019353301
475,Sydney Baldwin,Goal,133,16,72.05032963144582,0.4175251530687654,Wristshot,On Net,1,4,5,1,1,0.5241155
476,Emma Stauber,Shot,138,6,71.9461604256961,0.6676884774266612,Wristshot,Missed,1,5,5,0,0,0.0010825698
477,Brooke Boquist,Shot,173,65,35.14612354157995,-1.1007783687898016,Wristshot,On Net,1,5,4,0,0,0.07728346
478,Meghan Lorence,Shot,177,49,23.90083680543424,-0.29038085459946816,Fan,On Net,2,5,5,0,0,0.024825955
479,Stephanie Anderson,Shot,187,46,13.46291201783626,-0.2759301619292242,Snapshot,On Net,2,5,5,0,1,0.6917551
480,Sydney Baldwin,Shot,184,46,16.3783393541592,-0.22230728055343132,Snapshot,On Net,2,5,5,0,1,0.7934993
481,Sarah-Eve Coutu Godbout,Shot,174,26,30.793668180325643,0.7362076095056251,Snapshot,On Net,2,5,5,0,0,0.24142303
482,Natalie Marcuzzi,Shot,148,43,52.002403790594144,-0.00961568095846361,Fan,Missed,2,5,5,0,0,0.0018779123
483,Megan Quinn,Shot,136,72,70.47162549565606,-0.49661693969756565,Snapshot,Missed,2,5,5,0,0,0.0016408054
484,Brooke Boquist,Shot,183,29,21.70829334609241,1.0175928134312708,Snapshot,On Net,2,5,5,0,0,0.04146883
485,Taytum Clairmont,Shot,155,50,45.62071897723665,-0.16822721830224246,Snapshot,Missed,2,5,5,0,0,0.004307675
486,Stephanie Anderson,Shot,171,25,33.8710791088799,0.6892110168166822,Snapshot,On Net,2,5,5,0,0,0.16258712
487,Stephanie Anderson,Shot,170,52,31.468237955119125,-0.32769407705352294,Snapshot,Missed,2,5,5,0,0,0.004988429
488,Haley Mack,Shot,177,26,28.30635970943632,0.8724629956359629,Snapshot,Missed,2,5,5,0,0,0.0015592796
489,Sarah Steele,Shot,129,40,71.04400045042509,0.03522582686091348,Slapshot,Missed,2,4,4,0,0,0.0015440036
490,Breanne Wilson-Bennett,Goal,180,41,20.05617112013158,0.07514094212828504,Deflection,On Net,2,4,4,1,1,0.9445623
491,Taylor Woods,Shot,159,61,44.98055135277912,-0.4845600287730025,Snapshot,On Net,2,5,4,0,0,0.24378368
492,Mikyla Grant-Mentis,Shot,181,60,25.83118270617898,-1.3161357354175467,Snapshot,Missed,2,5,4,0,0,0.002148344
493,Sydney Baldwin,Shot,137,4,73.83258088405145,0.7005740234022801,Slapshot,Missed,2,5,5,0,0,0.0013395101
494,Emma Stauber,Shot,188,51,14.705441169852742,-0.8566348255571434,Snapshot,On Net,2,5,5,0,1,0.5907959
495,Allie Thunstrom,Shot,184,31,19.704060495238032,0.8748587605544823,Fan,Missed,2,5,5,0,0,0.0014108247
496,Sara Bustad,Shot,127,81,82.53029746705145,-0.5824260713550826,Snapshot,Missed,2,5,5,0,0,0.0011381676
497,Audra Richards,Shot,179,39,21.289668856043768,0.16822721830224246,Snapshot,On Net,2,5,5,0,1,0.56773
498,Natalie Marcuzzi,Shot,183,58,23.005434140654682,-1.2910648909083138,Snapshot,On Net,2,5,5,0,0,0.17614007
499,Lindsay Eastwood,Shot,147,11,61.654278034861456,0.6758590968110996,Snapshot,On Net,2,5,5,0,0,0.034845397
500,Emma Woods,Shot,167,11,45.62071897723665,1.411902591499532,Snapshot,On Net,2,5,5,0,0,0.018403983
501,Shiann Darkangelo,Shot,181,38,19.525624189766635,0.24137226688581195,Deflection,Missed,2,5,5,0,0,0.0026925323
502,Brooke Boquist,Shot,148,56,53.723830838837245,-0.26560975020009636,Snapshot,On Net,2,5,5,0,0,0.28516218
503,Emma Woods,Shot,159,52,42.08622102303793,-0.23594500183187428,Snapshot,Missed,2,4,4,0,0,0.0017387707
504,Mikyla Grant-Mentis,Shot,176,21,32.22188697143605,1.249431151585117,Snapshot,Missed,2,4,4,0,0,0.0014303699
505,Mikyla Grant-Mentis,Shot,182,48,18.82153022471871,-0.3154339520974357,Fan,Missed,2,4,4,0,0,0.0018619524
506,Taylor Woods,Goal,183,46,17.356554957709783,-0.20884148425670554,Fan,On Net,2,4,4,1,1,0.7387262
507,Haylea Schmid,Goal,172,46,28.217902119044926,-0.12565513657513097,Snapshot,On Net,2,5,5,1,1,0.717963
508,Lindsay Eastwood,Shot,132,16,72.98116195293139,0.41071114313227375,Snapshot,On Net,2,5,5,0,0,0.3997295
509,Haley Mack,Goal,165,32,36.54107278118693,0.30933624960962325,Snapshot,On Net,2,5,5,1,1,0.8168423
510,Lindsay Eastwood,Shot,134,9,74.01520114138717,0.5561802747901289,Snapshot,On Net,3,5,5,0,0,0.087473206
511,Emma Greco,Shot,186,10,35.387144558440994,-1.0720663267082489,Wristshot,Missed,3,5,5,0,0,0.0011778022
512,Mikyla Grant-Mentis,Shot,178,53,24.37724348649781,-0.5171492896227687,Snapshot,Missed,3,5,5,0,0,0.0025267487
513,Mikyla Grant-Mentis,Shot,151,45,49.063734060913056,-0.05106472441024479,Wristshot,On Net,3,5,5,0,0,0.23920076
514,Haylea Schmid,Shot,182,20,28.81405906844782,3.0095696738628313,Wristshot,On Net,3,5,5,0,0,0.042268086
515,Brooke Boquist,Shot,150,41,50.02249493977684,0.030009003241180714,Slapshot,On Net,3,5,5,0,0,0.03505083
516,Megan Quinn,Shot,138,75,70.00178569150933,-0.5781435720822836,Slapshot,On Net,3,5,5,0,0,0.004451599
517,Kristen Barbara,Shot,147,78,63.79067329947224,-0.7919471137044249,Slapshot,Missed,3,5,5,0,0,0.00072181824
518,Jonna Curtis,Shot,173,66,35.79455265819088,-1.1862159904538376,Wristshot,On Net,3,5,5,0,0,0.053984605
519,Meghan Lorence,Shot,167,35,33.84154251803543,0.2312684007844615,Snapshot,Missed,3,5,5,0,0,0.003962018
520,Emma Woods,Shot,134,19,70.05890378816957,0.3719119637417332,Slapshot,Missed,3,5,4,0,0,0.0028449516
521,Brooke Boquist,Shot,187,51,15.532224567009067,-0.7662911132829923,Wristshot,Missed,3,5,4,0,0,0.0021735623
522,Emma Woods,Shot,143,52,57.786244037833086,-0.16822721830224246,Slapshot,On Net,3,5,3,0,0,0.050284866
523,Breanne Wilson-Bennett,Shot,180,36,21.02974084481309,0.3369477561263745,Wristshot,Missed,3,5,3,0,0,0.0029081132
524,Audra Richards,Goal,185,38,15.660459763365825,0.30933624960962325,Wristshot,On Net,3,5,4,1,1,0.93244994
525,Stephanie Anderson,Shot,171,56,31.988279103446626,-0.5023392299487698,Wristshot,On Net,3,4,5,0,0,0.3276202
526,Meaghan Pezon,Goal,185,26,22.299103120977758,1.9647596572486523,Wristshot,On Net,3,3,5,1,1,0.98553354
527,Nina Rodgers,Shot,152,35,48.58240422210494,0.15753410732527162,Wristshot,On Net,3,4,5,0,0,0.3805196
528,Sydney Baldwin,Shot,134,15,71.5,0.44258038400206656,Wristshot,On Net,3,4,5,0,0,0.25051618
529,Mackenzie MacNeil,Shot,188,37,13.200378782444085,0.4933746973882196,Wrap Around,Missed,3,4,5,0,0,0.0032027557
530,Meghan Lorence,Shot,175,59,29.95413160150032,-0.7761049128436636,Wristshot,On Net,3,5,5,0,0,0.25204027
531,Sarah Steele,Shot,127,10,79.90775932285925,0.4771553996363762,Wristshot,Missed,3,5,5,0,0,0.0018815544
532,Sydney Baldwin,Shot,133,9,74.90827724624296,0.5463024898437905,Wristshot,On Net,3,5,5,0,0,0.026021937
533,Breanne Wilson-Bennett,Shot,142,10,66.48496070541066,0.6274300064340907,Wristshot,On Net,3,5,5,0,0,0.0136356605
534,Shiann Darkangelo,Shot,180,15,34.00367627183861,5.041915256481364,Snapshot,On Net,3,5,5,0,0,0.32389244
535,Shiann Darkangelo,Shot,154,27,48.541219597369,0.35031624207908607,Snapshot,On Net,4,4,4,0,0,0.097401634
536,Lindsay Eastwood,Shot,137,11,70.43614129124337,0.5463024898437905,Slapshot,Missed,4,4,4,0,0,0.0018238697
537,Breanne Wilson-Bennett,Shot,168,11,44.90267252625394,1.505151372357771,Snapshot,Missed,4,4,4,0,0,0.0011588146
538,Mackenzie MacNeil,Shot,174,71,38.577843381920665,-1.946206381978403,Snapshot,On Net,4,4,4,0,0,0.008571097
539,Audra Richards,Shot,181,73,35.9339672176619,29.001911381340868,Snapshot,Missed,4,4,4,0,0,0.001628431
540,Mikyla Grant-Mentis,Shot,152,46,48.12743500333256,-0.07304617085161974,Snapshot,Missed,4,4,4,0,0,0.0011836636
541,Allie Thunstrom,Shot,144,25,58.670691149840735,0.32308624435174554,Snapshot,On Net,4,4,4,0,0,0.11588553
542,Lindsay Eastwood,Shot,134,31,66.99440275127468,0.17602746306071707,Fan,Missed,4,4,4,0,0,0.0016000888
543,Emma Greco,Shot,157,8,55.12939324897382,1.0344411249344412,Slapshot,Missed,4,4,4,0,0,0.0010930258
544,Breanne Wilson-Bennett,Shot,180,41,20.05617112013158,0.07514094212828504,Snapshot,On Net,4,4,4,0,0,0.15290152
545,McKenna Brand,Shot,160,67,46.90682253148256,-0.7026466024534443,Snapshot,Missed,1,5,5,0,0,0.0026763566
546,Carlee Turner,Shot,163,17,44.93606569338264,0.823973897883171,Wristshot,On Net,1,5,5,0,0,0.0025423658
547,Breanne Wilson-Bennett,Shot,183,12,34.91776052383658,-4.403163680214927,Wristshot,On Net,1,5,5,0,0,0.013344709
548,Mackenzie MacNeil,Shot,150,15,57.063561052566634,0.6131052132881357,Wristshot,Missed,1,5,5,0,0,0.002463825
549,Breanne Wilson-Bennett,Shot,181,36,20.081085628023203,0.3561073411182327,Deflection,On Net,1,5,5,0,0,0.46657574
550,Mikyla Grant-Mentis,Shot,151,58,51.39309292113095,-0.3273174579939987,Wristshot,On Net,1,5,5,0,0,0.16114299
551,Taytum Clairmont,Shot,132,82,78.64000254323496,-0.6564302776831635,Snapshot,On Net,1,5,5,0,0,0.027308365
552,Samantha Davis,Shot,162,60,41.8359892915179,-0.49610445041130896,Fan,Missed,1,5,5,0,0,0.0007465809
553,Natalie Marcuzzi,Shot,186,50,15.88238017426859,-0.59361887584765,Snapshot,Missed,1,5,5,0,0,0.0033558034
554,McKenna Brand,Shot,148,63,55.8949908310217,-0.41600918656936003,Fan,Missed,1,5,5,0,0,0.0007815951
555,Tereza Vanisova,Shot,182,45,18.172781845386247,-0.13978889529234326,Snapshot,On Net,1,4,5,0,0,0.1435114
556,Samantha Davis,Shot,179,40,21.1482859825566,0.11961321988799127,Snapshot,On Net,1,4,5,0,0,0.21080299
557,Mallory Souliotis,Shot,154,21,50.77647092896473,0.504688417089537,Slapshot,On Net,1,4,5,0,0,0.025319813
558,Tereza Vanisova,Shot,178,36,22.940139493908923,0.3043628042281946,Snapshot,On Net,1,4,5,0,0,0.18537462
559,Christina Putigna,Goal,177,59,28.30635970943632,-0.8724629956359629,Wristshot,On Net,1,4,5,1,1,0.6153551
560,Lexie Laing,Shot,166,27,37.36642878306676,0.49033077756991744,Snapshot,Missed,1,5,5,0,0,0.0018795943
561,Mary Parker,Shot,179,59,26.706740722147284,-1.0006324445845896,Deflection,On Net,1,5,5,0,0,0.02898047
562,Emma Woods,Shot,160,70,48.541219597369,-0.8211418015898941,Wristshot,Missed,1,5,5,0,0,0.0019404616
563,Mikyla Grant-Mentis,Shot,159,26,44.1955880150949,0.42567120224437144,Wristshot,On Net,1,5,5,0,0,0.08236319
564,Mikyla Grant-Mentis,Shot,178,29,25.811818998280614,0.7043453598597261,Snapshot,Missed,1,5,5,0,0,0.0011577874
565,Mikyla Grant-Mentis,Shot,173,59,31.64253466459348,-0.7005740234022801,Wristshot,On Net,1,5,5,0,0,0.09935369
566,Taylor Woods,Shot,147,5,64.92495668077107,0.8552726740517202,Snapshot,Missed,1,5,5,0,0,0.0007452292
567,Taylor Woods,Shot,147,75,62.17113478134367,-0.7037040001946631,Slapshot,On Net,1,5,5,0,0,0.016841842
568,Mackenzie MacNeil,Shot,164,10,48.5,1.2673723741942706,Wristshot,Missed,1,5,5,0,0,0.0011336138
569,Brooke Boquist,Shot,159,21,46.295248136282844,0.5784060429227593,Wristshot,On Net,1,5,5,0,0,0.055356804
570,Megan Quinn,Shot,131,80,78.53184067625055,-0.60416757598225,Slapshot,On Net,1,5,5,0,0,0.024465492
571,Jillian Dempsey,Shot,180,36,21.02974084481309,0.3369477561263745,Snapshot,Missed,1,5,5,0,0,0.0028960193
572,Emily Fluke,Shot,138,24,64.70123646422842,0.30756988918112577,Wristshot,On Net,1,5,5,0,0,0.29494807
573,Sarah-Eve Coutu Godbout,Shot,186,61,23.200215516240362,-3.9266723287158274,Snapshot,On Net,2,5,5,0,0,0.04803274
574,Sarah-Eve Coutu Godbout,Shot,184,59,22.983689869122408,-1.6699701303536016,Snapshot,On Net,2,5,5,0,0,0.050775852
575,Emma Greco,Shot,186,49,15.435349040433131,-0.5007978862821559,Snapshot,On Net,2,5,5,0,1,0.52990943
576,Carlee Turner,Shot,147,77,63.23962365479415,-0.76169406295056,Snapshot,Missed,2,5,4,0,0,0.001314923
577,Breanne Wilson-Bennett,Shot,181,47,19.525624189766635,-0.24137226688581195,Snapshot,Missed,2,5,4,0,0,0.0024662123
578,Shiann Darkangelo,Shot,187,35,15.008331019803634,0.6507796033320207,Snapshot,On Net,2,5,4,0,0,0.0069901757
579,Mikyla Grant-Mentis,Shot,174,66,35.04639781775011,-1.27016058726269,Snapshot,Missed,2,5,4,0,0,0.0012684894
580,Taylor Woods,Shot,156,64,48.971930735881756,-0.5316378237611582,Wristshot,On Net,2,5,4,0,0,0.061897554
581,Mikyla Grant-Mentis,Shot,177,3,45.7083143421413,-6.772580959386,Snapshot,On Net,2,5,4,0,0,0.20743819
582,Mikyla Grant-Mentis,Shot,174,20,34.38386249390839,1.1742851998794936,Snapshot,On Net,2,5,4,0,0,0.053861745
583,Taylor Woods,Shot,167,72,44.263416045307665,-1.2445920698463697,Wristshot,On Net,2,5,4,0,0,0.021540489
584,Megan Quinn,Shot,131,80,78.53184067625055,-0.60416757598225,Fan,Missed,2,5,4,0,0,0.0005743954
585,Breanne Wilson-Bennett,Shot,188,51,14.705441169852742,-0.8566348255571434,Snapshot,Missed,2,5,5,0,0,0.0027402681
586,Taylor Turnquist,Shot,146,28,55.9128786595718,0.27516383273914996,Snapshot,Missed,2,5,5,0,0,0.003008698
587,Taylor Wenczkowski,Shot,177,41,23.04886114323222,0.06531001210564856,Deflection,Missed,2,5,5,0,0,0.0011841937
588,McKenna Brand,Shot,170,16,40.02811511925087,1.2179083518237237,Snapshot,On Net,2,5,5,0,0,0.010035129
589,Christina Putigna,Shot,179,52,23.04886114323222,-0.48599498149978115,Snapshot,On Net,2,5,5,0,0,0.42167717
590,Meaghan Rickard,Shot,163,60,40.929817981515626,-0.511711652167946,Snapshot,On Net,2,5,5,0,0,0.26923594
591,Kaleigh Fratkin,Shot,134,39,66.0927378764112,0.053080069849568604,Wristshot,Missed,2,4,5,0,0,0.0014866791
592,Breanne Wilson-Bennett,Shot,183,41,17.066048165876012,0.088464993799199,Snapshot,On Net,2,4,5,0,0,0.16814904
593,Jillian Dempsey,Shot,175,57,28.90069203323685,-0.6551684487615081,Snapshot,On Net,2,4,5,0,0,0.22472383
594,Lauren Kelly,Shot,141,79,69.37759004174187,-0.7118639801761624,Wristshot,Missed,2,4,5,0,0,0.0011840967
595,Jillian Dempsey,Shot,184,47,16.62077013859466,-0.2889081724405147,Snapshot,On Net,2,4,5,0,0,0.22951032
596,McKenna Brand,Shot,144,53,56.97587208634897,-0.18972861071805913,Slapshot,On Net,2,3,5,0,0,0.1437503
597,Kaleigh Fratkin,Shot,150,32,51.090605790105876,0.2131424443826454,Slapshot,On Net,2,3,5,0,0,0.18479165
598,Lauren Kelly,Shot,140,22,63.405441406869805,0.3556132022830687,Snapshot,On Net,2,4,5,0,0,0.14466593
599,Mackenzie MacNeil,Shot,174,39,26.23451924468981,0.13543445753117594,Wristshot,On Net,2,5,5,0,0,0.07768058
600,Natalie Marcuzzi,Shot,147,56,54.69232121605372,-0.260372543557359,Wristshot,Missed,2,5,5,0,0,0.0029652088
601,Sarah-Eve Coutu Godbout,Shot,163,14,46.703854230673514,0.9701928591330492,Wristshot,Missed,2,5,5,0,0,0.001420796
602,Sarah-Eve Coutu Godbout,Shot,187,46,13.46291201783626,-0.2759301619292242,Wrap Around,On Net,2,5,5,0,0,0.13917214
603,Taylor Woods,Shot,147,38,53.19069467491471,0.08511027791617151,Fan,Missed,2,5,5,0,0,0.00072422606
604,Jillian Dempsey,Shot,170,57,33.32041416309227,-0.5248550106109118,Wristshot,On Net,2,5,5,0,0,0.085115194
605,Samantha Davis,Shot,174,45,26.119915773217954,-0.0964512782927789,Snapshot,Missed,2,4,5,0,0,0.0012608484
606,Shiann Darkangelo,Shot,165,28,37.88469347902923,0.4397360487479613,Snapshot,On Net,2,4,5,0,0,0.19971217
607,Lexie Laing,Shot,166,10,47.03456176047567,1.4159121259738345,Wristshot,On Net,2,5,5,0,0,0.0060095885
608,Sarah-Eve Coutu Godbout,Shot,144,8,65.77423507727019,0.707994732668772,Wristshot,On Net,2,5,5,0,0,0.005449776
609,Sarah-Eve Coutu Godbout,Shot,174,37,26.575364531836623,0.21475132660996232,Snapshot,On Net,2,5,5,0,1,0.545694
610,Mary Parker,Shot,141,66,63.50787352761861,-0.4207967591717409,Wristshot,Missed,2,5,5,0,0,0.0037597336
611,Meaghan Rickard,Shot,170,49,30.696090956341656,-0.22012199672001576,Deflection,On Net,2,5,5,0,0,0.06780373
612,Mackenzie MacNeil,Shot,176,71,37.259227045122664,-2.4799129175567587,Wristshot,On Net,2,5,5,0,0,0.008191489
613,Breanne Wilson-Bennett,Shot,169,30,33.425289826716536,0.4266008575895647,Slapshot,On Net,2,5,5,0,0,0.43783867
614,Jillian Dempsey,Shot,163,60,40.929817981515626,-0.511711652167946,Wristshot,Missed,2,5,5,0,0,0.0016282427
615,Emma Woods,Shot,136,52,64.70123646422842,-0.1495374036828129,Wristshot,On Net,2,5,5,0,0,0.12916696
616,Taylor Wenczkowski,Shot,162,71,47.5,-0.9315964599440725,Slapshot,On Net,3,4,5,0,0,0.0076281624
617,Mallory Souliotis,Shot,141,27,61.002049145909844,0.2689274213575254,Slapshot,Missed,3,4,5,0,0,0.0016527788
618,Taylor Wenczkowski,Shot,177,39,23.264780248263683,0.15335952161602429,Snapshot,On Net,3,4,5,0,0,0.16057438
619,Breanne Wilson-Bennett,Shot,170,68,39.37321424522006,-1.1383327132284393,Wristshot,On Net,3,4,4,0,0,0.027964177
620,Emma Woods,Shot,186,39,14.430869689661812,0.25534192122103627,Snapshot,On Net,3,4,3,0,0,0.17895545
621,Mikyla Grant-Mentis,Shot,167,56,35.654592972014136,-0.43355080911096977,Wristshot,On Net,3,5,3,0,0,0.32711297
622,Brooke Boquist,Shot,158,47,42.24038352098617,-0.10755473394004374,Wristshot,Missed,3,5,4,0,0,0.0022592903
623,Brooke Boquist,Goal,184,37,16.91892431568863,0.357961738848017,Snapshot,On Net,3,5,4,1,1,0.8384786
624,Sarah-Eve Coutu Godbout,Shot,170,13,42.07433897282285,1.501755153597744,Wristshot,Missed,3,5,5,0,0,0.0011162923
625,Mikyla Grant-Mentis,Goal,181,54,22.20923231451281,-0.6918913448726164,Snapshot,On Net,3,5,5,1,1,0.57087696
626,Meghara McManus,Shot,159,57,43.48850422812907,-0.3691800788966426,Snapshot,Missed,3,5,5,0,0,0.0017084406
627,Christina Putigna,Shot,184,54,19.704060495238032,-0.8748587605544823,Wristshot,On Net,3,4,5,0,0,0.20015399
628,Samantha Davis,Shot,180,43,20.006249023742555,-0.025005209635746147,Fan,Missed,3,4,5,0,0,0.00089141796
629,Sarah-Eve Coutu Godbout,Shot,188,49,13.647344063956181,-0.601697417355872,Wrap Around,On Net,3,5,4,0,0,0.18632066
630,Brooke Boquist,Shot,172,65,35.92005011132362,-1.0370234431689012,Wristshot,On Net,3,5,4,0,0,0.10696784
631,Shiann Darkangelo,Shot,183,46,17.356554957709783,-0.20884148425670554,Fan,On Net,3,5,4,0,1,0.5053722
632,Brooke Boquist,Shot,174,78,44.0028408173836,-4.799607644558551,Wristshot,On Net,3,5,4,0,0,0.0404449
633,Brooke Boquist,Shot,180,66,30.858548248418945,-2.3932211517050446,Snapshot,Missed,3,5,4,0,0,0.0028678593
634,Lindsay Eastwood,Shot,145,21,59.052942348370756,0.4121180092026274,Snapshot,Missed,3,5,4,0,0,0.0027793744
635,Sarah-Eve Coutu Godbout,Shot,181,44,19.059118552545918,-0.07911179644301633,Deflection,Missed,3,5,4,0,0,0.0020308401
636,McKenna Brand,Shot,149,19,56.15380663855301,0.49642598786474845,Snapshot,On Net,3,5,4,0,0,0.43796316
637,Emma Woods,Shot,183,39,17.356554957709783,0.20884148425670554,Snapshot,On Net,3,5,4,0,1,0.83598137
638,Samantha Davis,Shot,169,25,35.59845502265512,0.633258706177648,Snapshot,On Net,3,5,5,0,0,0.19073808
639,Natalie Marcuzzi,Shot,174,67,35.7246413557925,-1.3758896827379439,Snapshot,Missed,3,5,5,0,0,0.00089376105
640,Sarah-Eve Coutu Godbout,Shot,141,39,59.10372238700368,0.05939171878773317,Slapshot,Missed,3,5,5,0,0,0.0018554077
641,McKenna Brand,Shot,177,39,23.264780248263683,0.15335952161602429,Fan,Missed,3,5,5,0,0,0.0012426748
642,Christina Putigna,Shot,178,39,22.276669409945463,0.16044683063919238,Snapshot,On Net,3,5,5,0,1,0.638293
643,Sarah-Eve Coutu Godbout,Shot,156,5,57.812195945146385,1.1435639865435296,Snapshot,On Net,3,5,5,0,0,0.008197825
644,Tereza Vanisova,Shot,183,48,17.867568385205637,-0.33531101627804666,Snapshot,On Net,3,4,5,0,0,0.07903291
645,Taylor Wenczkowski,Shot,175,22,32.33032632065442,1.0717137226410736,Snapshot,On Net,3,4,5,0,0,0.11940531
646,Kaleigh Fratkin,Shot,137,16,68.34654343856754,0.4473343033513294,Slapshot,On Net,3,4,5,0,0,0.031419832
647,Meghan Lorence,Shot,160,29,42.21670285562339,0.3509265330436848,Wristshot,On Net,1,5,5,0,0,0.11832697
648,Haylea Schmid,Shot,162,16,46.32763753959401,0.8377997674455643,Snapshot,On Net,1,5,5,0,0,0.008251571
649,Kelly Babstock,Shot,169,21,37.72598573927526,0.8313191286413657,Snapshot,On Net,1,5,5,0,0,0.006768571
650,Rebecca Morse,Shot,135,72,71.38101988624148,-0.48780754252961694,Snapshot,On Net,1,5,5,0,0,0.05086094
651,Mallory Rushton,Shot,162,54,39.702015062210634,-0.3122219972755222,Wristshot,On Net,1,5,5,0,0,0.098319344
652,Madison Packer,Shot,172,13,40.67247226319049,1.7578312794933089,Wristshot,On Net,1,5,4,0,0,0.0034974609
653,Kiira Dosdall,Shot,129,17,75.44037380607283,0.375438358959816,Wristshot,On Net,1,5,4,0,0,0.17015369
654,Kiira Dosdall,Shot,145,36,55.38275905008706,0.11873512244753333,Slapshot,On Net,1,5,4,0,0,0.035744604
655,Rebecca Morse,Shot,149,60,53.91892061234164,-0.35727063017327804,Wristshot,Missed,1,5,4,0,0,0.0018667972
656,Sara Bustad,Shot,131,55,70.12310603502956,-0.18316759441284916,Snapshot,Missed,1,5,5,0,0,0.0012960031
657,Meghan Lorence,Shot,179,45,21.1482859825566,-0.11961321988799127,Deflection,On Net,1,5,5,0,0,0.25222644
658,Meghan Lorence,Shot,164,69,44.701789673345296,-0.9059835481929034,Wristshot,On Net,1,5,5,0,0,0.106019646
